Code,Player,Club,Season,Played,(Def) GP,Goals,Assists,Clean Sheets,Goals Against,Points
432,A Townsend,Crystal Palace,2018/19,34,0,6,5,0,0,28
433,S March,Brighton,2018/19,29,0,1,6,0,0,15
435,J Mata,Man Utd,2018/19,16,0,3,4,0,0,17
439,N Keita,Liverpool,2018/19,17,0,2,1,0,0,8
440,I Cavaleiro,Wolves,2018/19,7,0,3,1,0,0,11
441,A Lennon,Burnley,2018/19,14,0,1,2,0,0,7
442,H Costa,Wolves,2018/19,17,0,1,2,0,0,7
443,M Gibbs-White,Wolves,2018/19,6,0,0,1,0,0,2
444,A Gomes,Everton,2018/19,24,0,1,2,0,0,7
445,R Mahrez,Man City,2018/19,15,0,7,4,0,0,29
448,R Neves,Wolves,2018/19,34,0,4,3,0,0,18
449,R Saiss,Wolves,2018/19,12,0,2,0,0,0,6
450,N Mendy,Leicester,2018/19,23,0,0,0,0,0,0
451,H Barnes,Leicester,2018/19,13,0,1,3,0,0,9
452,I Gundogan,Man City,2018/19,23,0,6,3,0,0,24
453,S McTominay,Man Utd,2018/19,10,0,2,0,0,0,6
454,C Eriksen,Tottenham,2018/19,30,0,8,12,0,0,48
456,D McNeil,Burnley,2018/19,19,0,3,5,0,0,19
457,B Silva,Man City,2018/19,31,0,7,9,0,0,39
458,G Diangana,West Ham,2018/19,8,0,0,1,0,0,2
461,J Sims,Southampton,2018/19,3,0,0,1,0,0,2
462,H Choudhury,Leicester,2018/19,7,0,0,0,0,0,0
463,L Moura,Tottenham,2018/19,26,0,10,2,0,0,34
464,C Atsu,Newcastle,2018/19,15,0,1,1,0,0,5
465,S Mane,Liverpool,2018/19,35,0,22,3,0,0,72
466,A Sanchez,Man Utd,2018/19,10,0,1,4,0,0,11
467,E Capoue,Watford,2018/19,33,0,1,3,0,0,9
468,J McArthur,Crystal Palace,2018/19,37,0,3,6,0,0,21
469,O Skipp,Tottenham,2018/19,2,0,0,0,0,0,0
471,J Izquierdo,Brighton,2018/19,9,0,0,2,0,0,4
472,M Antonio,West Ham,2018/19,23,0,6,7,0,0,32
473,I Hayden,Newcastle,2018/19,21,0,1,4,0,0,11
474,D Quina,Watford,2018/19,3,0,1,0,0,0,3
475,M Ritchie,Newcastle,2018/19,35,0,2,8,0,0,22
476,S Longstaff,Newcastle,2018/19,8,0,1,1,0,0,5
477,R Sterling,Man City,2018/19,31,0,17,13,0,0,77
478,A Lallana,Liverpool,2018/19,5,0,0,0,0,0,0
479,W Hughes,Watford,2018/19,29,0,2,4,0,0,14
480,J Shelvey,Newcastle,2018/19,10,0,1,1,0,0,5
481,H Son,Tottenham,2018/19,23,0,12,8,0,0,52
482,M Almiron,Newcastle,2018/19,9,0,0,1,0,0,2
484,A Martial,Man Utd,2018/19,19,0,10,4,0,0,38
485,A Perez,Newcastle,2018/19,34,0,12,3,0,0,42
486,J Maddison,Leicester,2018/19,34,0,7,7,0,0,35
487,J Gudmundsson,Burnley,2018/19,19,0,3,7,0,0,23
488,N Matic,Man Utd,2018/19,28,0,1,0,0,0,3
490,S Armstrong,Southampton,2018/19,17,0,3,2,0,0,13
491,G Wijnaldum,Liverpool,2018/19,33,0,3,0,0,0,9
493,A Doucoure,Watford,2018/19,33,0,5,7,0,0,29
494,L Sane,Man City,2018/19,21,0,10,13,0,0,56
495,I Gueye,Everton,2018/19,32,0,0,2,0,0,4
496,P Pogba,Man Utd,2018/19,34,0,13,10,0,0,59
498,S Defour,Burnley,2018/19,6,0,0,0,0,0,0
499,R Pereyra,Watford,2018/19,33,0,6,4,0,0,26
501,R Fraser,Bournemouth,2018/19,36,0,7,15,0,0,51
502,M Elyounoussi,Southampton,2018/19,8,0,0,0,0,0,0
503,S Ki,Newcastle,2018/19,14,0,0,1,0,0,2
504,P Foden,Man City,2018/19,3,0,1,0,0,0,3
505,N Kante,Chelsea,2018/19,35,0,4,4,0,0,20
506,T Walcott,Everton,2018/19,24,0,5,3,0,0,21
507,J Ibe,Bournemouth,2018/19,9,0,1,1,0,0,5
508,J Schlupp,Crystal Palace,2018/19,17,17,4,3,4,26,17
509,A Lookman,Everton,2018/19,3,0,0,3,0,0,6
511,J Ward-Prowse,Southampton,2018/19,21,0,7,0,0,0,21
512,J Locadia,Brighton,2018/19,13,0,2,0,0,0,6
513,F Delph,Man City,2018/19,8,8,0,1,2,9,5
514,D Rice,West Ham,2018/19,34,34,2,1,6,47,7
516,R Barkley,Chelsea,2018/19,13,0,3,5,0,0,19
517,H Arter,Cardiff,2018/19,24,0,0,1,0,0,2
518,J Hendrick,Burnley,2018/19,25,0,2,2,0,0,10
519,M Sissoko,Tottenham,2018/19,26,0,0,3,0,0,6
521,J Cork,Burnley,2018/19,37,0,1,2,0,0,7
522,J Henderson,Liverpool,2018/19,21,0,1,3,0,0,9
525,M Schneiderlin,Everton,2018/19,8,0,0,1,0,0,2
526,V Wanyama,Tottenham,2018/19,7,0,1,0,0,0,3
527,K Sema,Watford,2018/19,10,0,1,2,0,0,7
529,D Brooks,Bournemouth,2018/19,29,0,7,6,0,0,33
530,K De Bruyne,Man City,2018/19,9,0,2,4,0,0,14
531,H Winks,Tottenham,2018/19,18,0,1,0,0,0,3
532,N Chalobah,Watford,2018/19,3,0,0,0,0,0,0
533,W Ndidi,Leicester,2018/19,38,0,2,0,0,0,6
534,J Lingard,Man Utd,2018/19,20,0,4,4,0,0,20
535,M Elneny,Arsenal,2018/19,5,0,0,0,0,0,0
538,Y Tielemans,Leicester,2018/19,13,0,3,5,0,0,19
539,A Yarmolenko,West Ham,2018/19,5,0,2,1,0,0,8
540,A Westwood,Burnley,2018/19,31,0,2,7,0,0,20
541,L Milivojevic,Crystal Palace,2018/19,38,0,12,2,0,0,40
542,R Brady,Burnley,2018/19,8,0,0,1,0,0,2
543,M Salah,Liverpool,2018/19,37,0,22,12,0,0,90
544,L Torreira,Arsenal,2018/19,28,0,2,2,0,0,10
547,M Guendouzi,Arsenal,2018/19,24,0,0,0,0,0,0
551,A Iwobi,Arsenal,2018/19,26,0,3,8,0,0,25
552,D Alli,Tottenham,2018/19,22,0,5,3,0,0,21
553,G Sigurdsson,Everton,2018/19,35,0,13,6,0,0,51
554,X Shaqiri,Liverpool,2018/19,11,0,6,4,0,0,26
556,R Loftus-Cheek,Chelsea,2018/19,9,0,6,2,0,0,22
557,F Anderson,West Ham,2018/19,36,0,9,7,0,0,41
559,D Gosling,Bournemouth,2018/19,20,0,2,2,0,0,10
560,J Murphy,Cardiff,2018/19,22,0,3,3,0,0,15
560,J Murphy,Newcastle,2018/19,3,0,0,1,0,0,2
565,E Lamela,Tottenham,2018/19,11,0,4,4,0,0,20
566,Y Bissouma,Brighton,2018/19,18,0,0,0,0,0,0
568,O Romeu,Southampton,2018/19,26,0,1,1,0,0,5
569,D Propper,Brighton,2018/19,29,0,1,1,0,0,5
570,A Jahanbakhsh,Brighton,2018/19,12,0,0,0,0,0,0
571,J Moutinho,Wolves,2018/19,35,0,1,8,0,0,19
572,M Meyer,Crystal Palace,2018/19,15,0,1,3,0,0,9
573,R Ghezzal,Leicester,2018/19,9,0,1,0,0,0,3
574,P Billing,Huddersfield,2018/19,25,0,2,1,0,0,8
575,M Ozil,Arsenal,2018/19,21,0,5,2,0,0,19
576,D Silva,Man City,2018/19,28,0,6,8,0,0,34
577,C Kouyate,Crystal Palace,2018/19,22,0,0,3,0,0,6
578,J Lerma,Bournemouth,2018/19,29,0,2,2,0,0,10
579,M Noble,West Ham,2018/19,28,0,5,5,0,0,25
580,A Traore,Wolves,2018/19,11,0,1,1,0,0,5
581,A Pereira,Man Utd,2018/19,7,0,1,1,0,0,5
582,D Gray,Leicester,2018/19,25,0,4,1,0,0,14
583,M Albrighton,Leicester,2018/19,19,0,2,3,0,0,12
584,E Dier,Tottenham,2018/19,18,0,3,0,0,0,9
585,M Lemina,Southampton,2018/19,19,0,1,1,0,0,5
586,M Lanzini,West Ham,2018/19,9,0,1,2,0,0,7
587,H Mkhitaryan,Arsenal,2018/19,21,0,6,4,0,0,26
589,C Hudson-Odoi,Chelsea,2018/19,3,0,0,1,0,0,2
590,R Snodgrass,West Ham,2018/19,27,0,2,5,0,0,16
591,M Kovacic,Chelsea,2018/19,22,0,0,2,0,0,4
593,L Dendoncker,Wolves,2018/19,17,0,2,0,0,0,6
594,T Cleverley,Watford,2018/19,4,0,1,0,0,0,3
595,L Cook,Bournemouth,2018/19,8,0,0,0,0,0,0
596,P Hojbjerg,Southampton,2018/19,31,0,4,3,0,0,18
598,Bernard,Everton,2018/19,26,0,1,5,0,0,13
599,C Sanchez,West Ham,2018/19,2,0,0,0,0,0,0
601,F Andone,Brighton,2018/19,9,0,3,0,0,0,9
603,H Kane,Tottenham,2018/19,27,0,17,4,0,0,59
604,M Batshuayi,Crystal Palace,2018/19,9,0,5,1,0,0,17
605,A Barnes,Burnley,2018/19,26,0,12,3,0,0,42
606,A Gray,Watford,2018/19,15,0,7,3,0,0,27
607,C Wilson,Bournemouth,2018/19,29,0,14,12,0,0,66
610,L Mousset,Bournemouth,2018/19,1,0,1,0,0,0,3
611,O Giroud,Chelsea,2018/19,7,0,2,5,0,0,16
612,C Wickham,Crystal Palace,2018/19,0,0,0,1,0,0,2
613,G Murray,Brighton,2018/19,28,0,13,1,0,0,41
614,J Vardy,Leicester,2018/19,31,0,18,4,0,0,62
615,M Arnautovic,West Ham,2018/19,24,0,10,4,0,0,38
617,W Zaha,Crystal Palace,2018/19,34,0,10,12,0,0,54
620,D Origi,Liverpool,2018/19,4,0,3,1,0,0,11
621,D Jota,Wolves,2018/19,29,0,9,6,0,0,39
622,G Deulofeu,Watford,2018/19,26,0,10,7,0,0,44
627,R Firmino,Liverpool,2018/19,30,0,12,8,0,0,52
629,R Jimenez,Wolves,2018/19,36,0,13,10,0,0,59
630,V Janssen,Tottenham,2018/19,0,0,0,0,0,0,0
631,M Rashford,Man Utd,2018/19,27,0,10,7,0,0,44
632,S Long,Southampton,2018/19,14,0,5,2,0,0,19
633,R Lukaku,Man Utd,2018/19,22,0,12,2,0,0,40
636,C Benteke,Crystal Palace,2018/19,9,0,1,1,0,0,5
637,J Ayew,Crystal Palace,2018/19,14,0,1,2,0,0,7
643,Y Muto,Newcastle,2018/19,5,0,1,0,0,0,3
644,D Solanke,Bournemouth,2018/19,2,0,0,1,0,0,2
647,M Vydra,Burnley,2018/19,3,0,1,1,0,0,5
648,D Welbeck,Arsenal,2018/19,1,0,1,1,0,0,5
649,A Carroll,West Ham,2018/19,5,0,0,0,0,0,0
650,I Success,Watford,2018/19,9,0,1,1,0,0,5
651,T Deeney,Watford,2018/19,28,0,9,5,0,0,37
652,A Lacazette,Arsenal,2018/19,30,0,13,12,0,0,63
653,M Obafemi,Southampton,2018/19,1,0,1,1,0,0,5
659,J King,Bournemouth,2018/19,34,0,12,3,0,0,42
661,J Hernandez,West Ham,2018/19,17,0,7,4,0,0,29
667,D Ings,Southampton,2018/19,21,0,7,3,0,0,27
669,C Wood,Burnley,2018/19,29,0,10,3,0,0,36
674,O Niasse,Cardiff,2018/19,12,0,0,0,0,0,0
678,G Jesus,Man City,2018/19,8,0,7,3,0,0,27
679,C Tosun,Everton,2018/19,10,0,3,3,0,0,15
681,D Calvert-Lewin,Everton,2018/19,19,0,6,3,0,0,24
684,S Aguero,Man City,2018/19,31,0,21,9,0,0,81
688,P Aubameyang,Arsenal,2018/19,31,0,22,6,0,0,78
696,K Iheanacho,Leicester,2018/19,9,0,1,5,0,0,13
699,C Austin,Southampton,2018/19,13,0,2,2,0,0,10
905,V Camarasa,Cardiff,2018/19,30,0,5,4,0,0,23
911,A Mooy,Huddersfield,2018/19,26,0,3,1,0,0,11
118,Ederson,Man City,2017/18,35,35,0,0,16,26,41
118,Ederson,Man City,2018/19,38,38,0,1,20,23,57
146,K Arrizabalaga,Chelsea,2018/19,36,36,0,0,14,39,25
245,Danilo,Man City,2018/19,9,9,1,0,4,7,13
245,Danilo,Man City,2017/18,15,15,3,2,7,11,31
274,Bernardo,Brighton,2018/19,19,19,0,2,2,29,-2
438,Fabinho,Liverpool,2018/19,21,0,1,2,0,0,7
459,Kenedy,Newcastle,2018/19,15,0,1,1,0,0,5
459,Kenedy,Newcastle,2017/18,13,0,2,3,0,0,12
459,Kenedy,Chelsea,2016/17,1,0,0,0,0,0,0
459,Kenedy,Chelsea,2015/16,7,0,1,0,0,0,3
470,Richarlison,Everton,2018/19,31,0,13,4,0,0,47
470,Richarlison,Watford,2017/18,32,0,5,7,0,0,29
489,Fred,Man Utd,2018/19,13,0,1,2,0,0,7
515,Pedro,Chelsea,2018/19,20,0,8,2,0,0,28
515,Pedro,Chelsea,2017/18,18,0,4,2,0,0,16
515,Pedro,Chelsea,2016/17,26,0,9,11,0,0,49
515,Pedro,Chelsea,2015/16,26,0,7,3,0,0,27
545,Willian,Chelsea,2018/19,25,0,3,7,0,0,23
545,Willian,Chelsea,2017/18,20,0,6,8,0,0,34
545,Willian,Chelsea,2016/17,15,0,8,3,0,0,30
545,Willian,Chelsea,2015/16,32,0,5,11,0,0,37
545,Willian,Chelsea,2014/15,28,0,2,3,0,0,12
545,Willian,Chelsea,2013/14,18,0,4,3,0,0,18
555,Jorginho,Chelsea,2018/19,37,0,2,0,0,0,6
564,Fernandinho,Man City,2018/19,28,0,1,3,0,0,9
564,Fernandinho,Man City,2017/18,33,0,5,4,0,0,23
564,Fernandinho,Man City,2016/17,30,0,2,1,0,0,8
564,Fernandinho,Man City,2015/16,32,0,2,3,0,0,12
564,Fernandinho,Man City,2014/15,28,0,3,4,0,0,17
564,Fernandinho,Man City,2013/14,30,0,5,3,0,0,21
663,Joselu,Newcastle,2018/19,6,0,2,0,0,0,6
663,Joselu,Newcastle,2017/18,19,0,4,1,0,0,14
663,Joselu,Stoke,2015/16,11,0,4,2,0,0,16
